intern_id,task_completion_time_hrs,feedback_rating,attendance_percent,performance_score,performance_category
INT_03655,10.4,8.1,87.1,52.9,Average
INT_03656,11.1,9.5,88.4,65.6,Average
INT_03657,10.0,8.4,76.8,,Average
INT_03658,3.7,4.7,83.3,55.0,Average
INT_03659,10.5,9.5,88.4,72.5,Average
INT_03660,16.6,7.7,82.1,,Struggle
INT_03661,8.9,7.4,94.9,59.8,Average
INT_03662,7.8,7.9,82.7,64.4,Average
INT_03663,11.1,7.0,89.7,62.1,Average
INT_03664,10.9,7.8,88.9,61.5,Average
INT_03665,13.6,6.6,94.0,41.0,Struggle
INT_03666,6.2,9.4,95.2,78.0,Excel
INT_03667,12.2,7.3,93.6,60.3,Average
INT_03668,11.8,6.9,71.2,41.4,Struggle
INT_03669,9.6,6.1,97.6,55.9,Average
INT_03670,11.0,7.9,100.0,63.7,Average
INT_03671,13.1,7.8,84.1,55.9,Average
INT_03672,12.6,8.1,89.9,57.7,Average
INT_03673,6.6,6.0,80.9,51.2,Average
INT_03674,12.5,5.1,72.4,24.5,Struggle
INT_03675,9.8,8.4,82.1,68.5,Average
INT_03676,10.2,9.7,83.7,71.2,Average
INT_03677,10.2,6.0,85.2,50.4,Average
INT_03678,9.5,9.9,80.3,66.4,Average
INT_03679,13.6,7.9,82.1,61.6,Average
INT_03680,9.7,7.5,87.9,67.3,Average
INT_03681,,6.9,81.8,48.5,Average
INT_03682,8.8,5.4,92.3,45.7,
INT_03683,10.5,9.0,93.5,74.6,Average
INT_03684,13.7,6.3,100.0,43.3,Struggle
INT_03685,11.8,6.3,97.0,52.1,Average
INT_03686,7.4,9.0,89.9,78.9,Excel
INT_03687,17.5,4.7,83.0,20.7,Struggle
INT_03688,,5.2,90.3,46.5,Average
INT_03689,13.8,7.5,90.6,49.2,Average
INT_03690,9.5,7.9,83.9,49.0,Average
INT_03691,11.6,8.2,94.3,70.4,Average
INT_03692,12.5,7.0,76.8,50.5,Average
INT_03693,13.7,10.0,,82.4,Excel
INT_03694,13.2,7.2,92.4,40.9,Struggle
INT_03695,12.6,7.2,85.7,54.8,Average
INT_03696,9.1,6.3,86.3,41.5,Struggle
INT_03697,8.3,7.7,86.9,73.8,Average
INT_03698,11.0,8.4,81.3,63.1,Average
INT_03699,12.8,9.3,97.4,66.4,
INT_03700,9.3,5.3,79.9,45.4,Average
INT_03701,13.2,7.1,90.5,48.8,Average
INT_03702,14.4,8.2,91.3,58.8,Average
INT_03703,7.3,8.4,80.4,68.5,Average
INT_03704,7.5,,88.6,,Excel
INT_03705,9.6,8.3,80.7,72.3,Average
INT_03706,10.9,6.3,99.1,52.2,Average
INT_03707,8.4,9.8,78.9,80.1,Excel
INT_03708,14.1,9.0,82.8,60.7,Average
INT_03709,11.3,5.5,78.2,29.7,Struggle
INT_03710,10.1,5.9,,38.3,Struggle
INT_03711,5.7,5.9,100.0,77.5,Excel
INT_03712,6.1,8.5,92.3,79.5,Excel
INT_03713,10.8,5.6,89.1,50.8,Average
INT_03714,3.6,7.0,82.7,65.5,Average
INT_03715,13.0,8.2,95.3,59.2,Average
INT_03716,9.5,7.4,81.4,56.5,Average
INT_03717,19.7,7.9,94.3,44.2,Struggle
INT_03718,16.9,5.9,81.0,,Struggle
INT_03719,9.5,8.4,82.8,58.6,Average
INT_03720,9.7,6.6,,61.3,Average
INT_03721,,7.0,94.9,51.8,Average
INT_03722,15.1,7.9,92.8,54.4,Average
INT_03723,5.1,7.7,79.6,67.7,Average
INT_03724,4.6,7.5,84.4,70.9,Average
INT_03725,8.1,6.4,89.3,62.9,Average
INT_03726,11.7,7.1,81.2,43.1,Struggle
INT_03727,11.5,7.5,99.0,65.9,Average
INT_03728,13.2,5.4,68.8,32.2,Struggle
INT_03729,6.4,6.8,81.8,64.5,Average
INT_03730,3.1,8.1,83.9,68.2,Average
INT_03731,12.6,5.6,,,Struggle
INT_03732,7.5,9.2,76.8,80.3,Excel
INT_03733,3.9,9.4,93.0,87.9,Excel
INT_03734,10.4,,,48.7,Average
INT_03735,12.4,9.5,,80.0,Excel
INT_03736,9.6,,100.0,60.0,Average
INT_03737,8.6,,91.5,79.1,Excel
INT_03738,9.5,6.8,90.5,59.7,Average
INT_03739,8.9,8.9,88.5,74.9,Average
INT_03740,6.0,8.1,66.8,51.3,Average
INT_03741,7.9,6.3,76.8,53.9,
INT_03742,,5.8,88.8,47.6,Average
INT_03743,11.0,5.3,92.9,54.3,Average
INT_03744,10.5,7.8,90.3,60.2,Average
INT_03745,7.0,8.4,80.9,62.5,Average
INT_03746,,8.5,95.5,68.1,Average
INT_03747,3.5,7.3,99.9,75.9,Excel
INT_03748,10.5,5.8,95.5,44.5,Struggle
INT_03749,14.3,6.5,95.9,55.3,Average
INT_03750,5.6,9.2,83.5,85.9,Excel
INT_03751,8.2,6.8,96.6,62.1,Average
INT_03752,11.0,7.7,89.2,57.6,Average
INT_03753,13.8,,92.1,32.8,Struggle
INT_03754,8.7,8.0,90.9,,Average
INT_03755,7.9,6.8,87.0,68.0,Average
INT_03756,4.1,9.1,81.1,75.6,
INT_03757,10.3,8.7,87.3,,Average
INT_03758,16.1,6.8,95.9,48.6,Average
INT_03759,10.8,7.3,84.5,64.3,Average
INT_03760,9.9,6.7,95.1,59.2,Average
INT_03761,,5.4,93.9,47.3,Average
INT_03762,10.0,6.2,85.6,50.5,Average
INT_03763,7.6,7.8,99.1,65.2,Average
INT_03764,12.5,8.0,85.2,48.3,Average
INT_03765,10.7,7.7,100.0,62.1,Average
INT_03766,10.1,7.0,91.5,64.1,Average
INT_03767,7.1,8.9,87.9,73.7,Average
INT_03768,13.9,7.6,80.9,45.3,Average
INT_03769,12.0,8.6,87.3,59.5,Average
INT_03770,8.3,4.8,86.4,43.0,Struggle
INT_03771,13.0,1.6,77.9,16.4,Struggle
INT_03772,8.5,7.9,86.3,64.0,Average
INT_03773,7.7,5.4,,41.8,Struggle
INT_03774,7.7,7.2,92.7,65.0,Average
INT_03775,4.7,7.0,98.5,83.3,Excel
INT_03776,11.4,9.9,78.2,65.1,Average
INT_03777,4.5,8.1,100.0,75.5,Excel
INT_03778,6.3,7.7,87.0,65.8,Average
INT_03779,3.8,8.8,,77.9,Excel
INT_03780,9.7,8.1,,71.3,Average
INT_03781,9.5,6.8,84.4,59.5,Average
INT_03782,9.0,9.1,87.3,66.8,Average
INT_03783,6.9,5.8,84.8,47.6,Average
INT_03784,6.5,8.0,81.5,65.0,Average
INT_03785,11.4,,93.8,47.7,Average
INT_03786,8.3,7.8,85.7,57.0,Average
INT_03787,10.9,7.8,76.5,,Average
INT_03788,7.3,10.0,92.4,81.8,Excel
INT_03789,10.5,5.2,78.4,,Struggle
INT_03790,13.9,6.6,78.8,43.1,Struggle
INT_03791,11.8,8.7,97.5,75.0,Excel
INT_03792,8.8,8.0,78.4,68.0,Average
INT_03793,,7.8,69.5,48.0,Average
INT_03794,9.3,6.1,93.0,47.4,Average
INT_03795,10.0,6.6,85.6,45.6,Average
INT_03796,9.0,9.4,86.3,63.6,Average
INT_03797,9.5,7.4,85.5,56.3,Average
INT_03798,10.6,8.1,89.9,61.2,Average
INT_03799,7.0,7.3,82.0,65.8,Average
INT_03800,7.0,5.7,99.8,60.4,Average
INT_03801,5.8,8.9,76.2,68.9,Average
INT_03802,5.2,8.3,91.6,76.4,Excel
INT_03803,6.3,10.0,93.1,81.8,Excel
INT_03804,10.5,6.0,81.9,50.5,Average
INT_03805,7.3,8.7,79.8,65.0,
INT_03806,11.5,5.5,96.1,41.0,Struggle
INT_03807,10.1,7.7,80.1,61.3,Average
INT_03808,4.1,9.0,83.1,82.8,Excel
INT_03809,12.0,4.4,95.1,28.4,Struggle
INT_03810,12.4,7.2,88.3,57.4,
INT_03811,7.0,6.7,73.6,48.0,Average
INT_03812,11.3,6.4,100.0,54.4,Average
INT_03813,7.4,8.1,83.8,67.8,Average
INT_03814,10.3,9.2,84.8,72.3,Average
INT_03815,6.2,7.3,90.0,,Average
INT_03816,4.6,7.8,93.0,75.6,Excel
INT_03817,8.9,7.7,100.0,67.7,Average
INT_03818,9.6,7.5,74.7,55.4,Average
INT_03819,8.8,5.9,94.6,53.9,Average
INT_03820,6.4,9.2,93.9,92.1,Excel
INT_03821,8.8,7.9,86.9,68.0,Average
INT_03822,10.8,8.1,94.3,60.5,Average
INT_03823,9.9,6.3,95.5,53.1,Average
INT_03824,10.5,6.8,76.9,47.9,Average
INT_03825,,7.2,100.0,76.0,Excel
INT_03826,13.5,5.2,75.5,37.3,Struggle
INT_03827,6.5,5.0,78.9,42.2,Struggle
INT_03828,,6.6,85.9,44.1,Struggle
INT_03829,13.5,8.3,100.0,58.6,Average
INT_03830,11.4,,85.5,49.9,Average
INT_03831,9.4,6.0,87.7,63.1,Average
INT_03832,8.4,6.3,99.5,63.9,
INT_03833,13.1,6.8,85.6,38.3,Struggle
INT_03834,5.7,7.0,78.6,55.7,Average
INT_03835,7.1,10.0,84.7,77.9,
INT_03836,8.8,9.1,99.0,74.8,Average
INT_03837,13.7,,88.6,60.8,
INT_03838,11.1,9.3,100.0,78.3,Excel
INT_03839,7.1,6.0,93.9,62.5,Average
INT_03840,9.1,5.7,82.8,52.1,
INT_03841,8.2,5.8,88.4,55.2,Average
INT_03842,7.9,9.5,81.2,63.4,Average
INT_03843,12.9,6.7,82.7,39.0,Struggle
INT_03844,5.9,5.6,100.0,61.1,Average
INT_03845,,6.9,96.1,50.5,Average
INT_03846,12.5,7.1,94.9,60.7,Average
INT_03847,13.3,7.9,83.0,53.2,Average
INT_03848,8.6,7.9,100.0,72.2,Average
INT_03849,9.6,6.3,96.8,58.3,Average
INT_03850,5.7,8.5,,81.1,Excel
INT_03851,8.4,6.5,100.0,,Average
INT_03852,11.5,7.3,76.2,54.7,Average
INT_03853,13.9,8.5,79.1,53.4,Average
INT_03854,6.7,6.5,80.0,55.3,Average
INT_03855,8.9,6.6,80.4,51.7,Average
INT_03856,9.5,8.4,90.6,75.5,Excel
INT_03857,5.8,6.2,83.5,50.8,Average
INT_03858,11.8,6.9,100.0,68.6,Average
INT_03859,7.8,8.3,100.0,70.2,Average
INT_03860,9.4,10.0,87.9,74.7,Average
INT_03861,8.6,8.4,100.0,,Excel
INT_03862,7.6,8.2,99.9,82.0,Excel
INT_03863,10.0,8.3,84.4,55.5,Average
INT_03864,9.4,5.9,71.9,34.9,Struggle
INT_03865,8.9,7.7,86.3,63.9,Average
INT_03866,7.8,7.5,82.8,74.2,Average
INT_03867,11.0,8.0,89.7,69.0,Average
INT_03868,15.0,,88.7,49.6,Average
INT_03869,10.4,8.1,88.5,49.6,Average
INT_03870,13.0,7.0,92.2,53.0,Average
INT_03871,5.8,7.6,78.3,65.7,Average
INT_03872,10.5,5.7,91.3,,Average
INT_03873,6.7,7.0,84.5,56.6,Average
INT_03874,5.6,9.6,89.6,85.3,Excel
INT_03875,7.8,8.0,95.7,66.7,Average
INT_03876,13.6,7.5,78.2,57.0,Average
INT_03877,,10.0,85.7,78.4,Excel
INT_03878,10.7,5.5,87.1,47.2,Average
INT_03879,5.4,5.8,83.9,56.0,Average
INT_03880,9.4,10.0,95.2,78.7,Excel
INT_03881,10.9,,82.2,55.0,Average
INT_03882,10.5,7.1,83.6,62.8,Average
INT_03883,4.5,5.7,82.3,60.4,Average
INT_03884,7.3,8.2,96.7,76.0,Excel
INT_03885,9.8,,84.1,68.8,Average
INT_03886,11.6,5.9,91.7,50.0,Average
INT_03887,3.4,7.3,100.0,80.9,Excel
INT_03888,9.5,7.0,87.4,62.4,Average
INT_03889,10.4,7.9,96.9,69.4,Average
INT_03890,12.5,5.8,100.0,54.2,Average
INT_03891,12.1,9.4,96.2,73.9,Average
INT_03892,,8.9,87.9,64.2,Average
INT_03893,7.6,7.0,93.1,60.8,Average
INT_03894,4.3,7.2,77.7,60.0,Average
INT_03895,8.8,7.3,81.8,48.4,Average
INT_03896,13.0,6.3,83.2,37.6,Struggle
INT_03897,14.2,6.8,100.0,47.8,Average
INT_03898,12.1,7.1,81.5,46.0,Average
INT_03899,11.3,9.9,81.4,78.9,Excel
INT_03900,11.1,8.9,79.6,61.7,Average
INT_03901,8.3,8.9,92.5,76.8,Excel
INT_03902,9.6,8.1,89.1,66.6,Average
INT_03903,15.0,5.8,96.7,51.3,Average
INT_03904,7.2,7.4,93.4,65.0,Average
INT_03905,14.8,9.0,77.0,,Average
INT_03906,9.0,5.6,81.5,44.4,Struggle
INT_03907,14.0,8.5,98.9,70.5,Average
INT_03908,5.8,10.0,86.4,92.5,Excel
INT_03909,11.8,9.1,97.5,75.1,Excel
INT_03910,,9.6,86.8,85.3,Excel
INT_03911,5.8,7.8,80.3,67.6,Average
INT_03912,10.7,,85.6,66.2,Average
INT_03913,13.0,6.4,80.3,48.2,Average
INT_03914,7.5,8.7,83.5,73.5,Average
INT_03915,5.5,8.5,89.6,72.8,Average
INT_03916,,7.9,92.1,71.2,Average
INT_03917,9.7,9.5,75.3,65.8,Average
INT_03918,11.6,6.7,87.9,48.8,Average
INT_03919,12.8,7.2,83.3,54.2,Average
INT_03920,9.8,,82.8,57.7,Average
INT_03921,15.6,6.0,89.1,40.1,Struggle
INT_03922,10.7,7.8,83.6,61.9,Average
INT_03923,9.0,4.9,99.1,45.8,Average
INT_03924,,9.1,97.5,88.2,Excel
INT_03925,9.2,7.6,97.5,74.7,Average
INT_03926,9.0,6.7,84.0,48.9,Average
INT_03927,12.9,6.2,80.3,43.2,Struggle
INT_03928,11.4,,88.7,50.1,Average
INT_03929,6.5,8.5,86.8,79.3,Excel
INT_03930,10.5,8.3,83.1,67.3,Average
INT_03931,12.0,6.4,78.6,,Struggle
INT_03932,14.6,6.2,87.7,53.5,Average
INT_03933,12.7,8.5,84.8,65.4,Average
INT_03934,12.3,6.4,93.5,54.4,Average
INT_03935,10.2,7.6,93.3,66.6,Average
INT_03936,11.2,7.7,96.8,69.0,Average
INT_03937,13.7,8.0,77.9,44.0,Struggle
INT_03938,6.0,8.8,91.2,79.9,Excel
INT_03939,9.0,5.6,82.2,47.6,Average
INT_03940,7.7,4.6,78.2,37.0,Struggle
INT_03941,11.1,6.6,84.6,52.1,Average
INT_03942,13.7,10.0,96.5,81.1,Excel
INT_03943,8.2,10.0,,76.9,Excel
INT_03944,2.8,,100.0,98.5,Excel
INT_03945,8.8,7.2,92.4,58.2,Average
INT_03946,12.7,4.8,84.8,23.7,Struggle
INT_03947,11.6,4.0,97.3,,Struggle
INT_03948,11.3,6.6,91.6,52.5,Average
INT_03949,9.2,7.2,80.5,55.5,Average
INT_03950,6.2,9.5,100.0,82.5,Excel
INT_03951,11.5,8.8,90.1,65.7,Average
INT_03952,7.5,7.8,88.2,73.5,Average
INT_03953,16.6,6.2,81.2,33.0,Struggle
INT_03954,11.7,6.1,97.4,51.6,
INT_03955,8.3,7.9,,69.5,Average
INT_03956,8.2,8.5,93.0,,Average
INT_03957,9.7,8.1,,65.6,Average
INT_03958,9.3,5.9,94.7,47.2,Average
INT_03959,13.4,8.5,95.3,58.4,Average
INT_03960,10.6,8.1,82.6,54.2,Average
INT_03961,7.8,5.9,76.7,45.9,Average
INT_03962,15.7,6.3,92.7,40.3,Struggle
INT_03963,10.1,8.5,75.4,59.6,Average
INT_03964,12.3,7.1,89.2,48.1,Average
INT_03965,8.2,9.9,,83.8,Excel
INT_03966,11.1,8.3,97.7,72.8,Average
INT_03967,10.9,6.8,84.9,50.0,Average
INT_03968,4.3,7.5,96.9,73.7,Average
INT_03969,16.0,7.6,83.9,42.3,Struggle
INT_03970,13.9,6.4,96.0,46.8,Average
INT_03971,8.8,6.1,100.0,51.6,Average
INT_03972,6.7,8.6,79.5,63.9,Average
INT_03973,11.0,,90.3,72.5,Average
INT_03974,10.3,8.4,100.0,73.9,Average
INT_03975,11.1,9.8,88.5,82.7,
INT_03976,10.6,6.7,88.5,51.5,
INT_03977,11.5,10.0,94.3,75.5,Excel
INT_03978,14.3,6.1,88.3,39.2,Struggle
INT_03979,11.7,6.0,74.3,36.2,Struggle
INT_03980,,4.9,,49.3,Average
INT_03981,14.1,6.8,72.0,39.1,Struggle
INT_03982,14.9,6.7,84.7,42.5,Struggle
INT_03983,19.5,8.3,97.7,48.0,Average
INT_03984,,7.9,85.1,74.7,Average
INT_03985,,5.7,82.5,53.2,Average
INT_03986,3.8,6.9,95.0,79.1,Excel
INT_03987,11.7,6.9,81.2,51.7,Average
INT_03988,8.4,4.8,78.2,,Struggle
INT_03989,15.8,6.0,90.2,49.0,Average
INT_03990,7.7,6.3,86.5,60.0,Average
INT_03991,4.9,9.7,78.1,76.5,Excel
INT_03992,8.6,7.8,93.1,69.7,Average
INT_03993,4.1,8.5,91.7,84.6,Excel
INT_03994,12.3,5.3,85.1,32.3,Struggle
INT_03995,3.8,9.3,,82.3,Excel
INT_03996,10.1,9.5,91.8,81.4,Excel
INT_03997,3.8,4.5,97.5,47.0,Average
INT_03998,9.0,6.4,85.7,46.2,Average
INT_03999,14.9,8.2,93.2,56.6,Average
INT_04000,11.1,8.5,92.5,68.7,Average
INT_04001,7.4,6.5,95.0,54.4,Average
INT_04002,9.9,7.0,88.3,56.2,
INT_04003,10.1,6.6,80.7,55.8,Average
INT_04004,11.4,,84.3,56.3,Average
INT_04005,5.9,9.3,90.7,87.6,
INT_04006,11.8,6.3,100.0,51.4,Average
INT_04007,2.0,9.0,84.1,80.2,Excel
INT_04008,8.1,6.3,94.4,63.8,Average
INT_04009,8.5,6.2,85.4,54.5,Average
INT_04010,11.9,8.7,,58.2,Average
INT_04011,10.1,8.9,100.0,71.4,Average
INT_04012,5.8,8.8,94.1,89.6,Excel
INT_04013,7.0,5.5,78.1,41.5,Struggle
INT_04014,10.6,6.8,83.4,56.3,Average
INT_04015,9.8,8.7,98.0,71.8,Average
INT_04016,8.3,7.6,89.1,64.4,Average
INT_04017,8.6,5.9,78.8,48.1,Average
INT_04018,12.1,8.2,81.4,44.8,
INT_04019,,6.4,,,Average
INT_04020,9.7,10.0,96.0,82.6,Excel
INT_04021,16.5,,88.1,58.3,Average
INT_04022,5.7,8.4,100.0,87.2,Excel
INT_04023,4.4,9.5,94.6,80.3,Excel
INT_04024,12.4,7.6,86.1,57.6,Average
INT_04025,8.0,,81.5,,Average
INT_04026,9.0,9.7,80.2,70.9,Average
INT_04027,7.7,7.9,90.7,62.8,Average
INT_04028,9.2,7.1,84.1,67.1,Average
INT_04029,14.8,4.9,100.0,31.2,Struggle
INT_04030,12.4,7.4,99.7,59.7,Average
INT_04031,12.6,8.7,93.1,56.1,
INT_04032,5.8,8.9,78.6,82.1,Excel
INT_04033,6.5,8.3,82.6,71.5,Average
INT_04034,2.0,6.7,98.0,77.2,Excel
INT_04035,7.6,4.5,83.5,49.9,Average
INT_04036,12.9,6.8,97.0,54.4,Average
INT_04037,11.6,7.0,91.8,56.7,Average
INT_04038,9.3,7.0,88.4,58.8,Average
INT_04039,9.9,8.4,82.4,66.3,Average
INT_04040,7.9,10.0,87.2,78.3,Excel
INT_04041,10.6,7.7,89.5,59.4,Average
INT_04042,12.3,,96.3,61.8,Average
INT_04043,5.2,7.1,80.9,64.8,Average
INT_04044,10.9,7.7,85.9,57.4,Average
INT_04045,12.8,6.3,88.4,37.7,Struggle
INT_04046,8.8,7.7,93.3,74.9,Average
INT_04047,12.1,8.2,80.7,52.3,Average
INT_04048,18.4,7.8,77.5,43.9,Struggle
INT_04049,9.7,8.2,93.4,69.2,Average
INT_04050,11.2,8.2,75.9,47.8,Average
INT_04051,7.8,4.8,98.3,58.6,Average
INT_04052,10.5,8.5,86.8,66.0,Average
INT_04053,11.4,6.5,75.6,50.4,Average
INT_04054,10.6,5.9,84.2,43.9,Struggle
INT_04055,6.9,5.8,91.0,60.2,Average
INT_04056,10.6,8.2,83.7,50.8,Average
INT_04057,14.4,7.2,88.2,45.6,Average
INT_04058,11.3,5.0,93.9,35.6,Struggle
INT_04059,12.9,8.2,86.4,55.7,Average
INT_04060,9.3,5.3,80.5,44.7,Struggle
INT_04061,12.2,7.7,85.6,51.8,Average
INT_04062,10.8,7.9,99.3,71.6,Average
INT_04063,,8.8,100.0,76.9,
INT_04064,11.0,10.0,71.8,71.1,Average
INT_04065,7.0,5.5,96.7,63.9,Average
INT_04066,8.1,7.4,90.0,69.9,Average
INT_04067,10.6,7.1,95.4,57.9,Average
INT_04068,10.9,8.2,83.6,48.1,Average
INT_04069,6.4,7.8,73.9,64.8,Average
INT_04070,13.2,7.0,92.7,51.4,Average
INT_04071,11.7,,80.5,41.9,Struggle
INT_04072,7.9,5.8,76.9,43.2,Struggle
INT_04073,5.4,9.0,77.5,81.8,Excel
INT_04074,9.6,8.2,92.8,61.8,Average
INT_04075,8.7,8.9,89.1,75.3,Excel
INT_04076,10.3,7.0,94.3,60.5,Average
INT_04077,8.9,6.5,93.4,56.2,Average
INT_04078,4.0,5.9,84.6,62.8,Average
INT_04079,8.8,8.0,87.4,74.7,Average
INT_04080,9.1,,83.9,46.9,Average
INT_04081,11.9,10.0,86.3,70.9,Average
INT_04082,7.9,5.5,80.3,49.6,Average
INT_04083,15.0,7.9,91.1,58.9,Average
INT_04084,4.3,9.9,96.6,92.2,Excel
INT_04085,13.9,,81.5,52.4,Average
INT_04086,9.3,,98.3,56.3,Average
INT_04087,12.6,6.0,88.9,40.4,Struggle
INT_04088,,5.4,89.9,39.5,Struggle
INT_04089,13.4,8.7,74.4,56.9,Average
INT_04090,8.8,9.8,73.5,68.5,Average
INT_04091,6.7,6.8,89.2,61.1,
INT_04092,14.3,5.8,,42.4,Struggle
INT_04093,9.7,3.8,82.6,27.0,Struggle
INT_04094,10.7,6.0,100.0,63.4,Average
INT_04095,13.7,7.3,93.9,61.3,Average
INT_04096,6.9,9.9,80.7,87.9,Excel
INT_04097,11.8,8.5,88.2,67.0,Average
INT_04098,,8.0,100.0,73.1,Average
INT_04099,9.6,6.9,78.1,,Average
INT_04100,10.2,6.6,92.2,51.8,Average
INT_04101,5.5,9.6,85.4,77.5,Excel
INT_04102,7.7,7.8,93.7,66.5,Average
INT_04103,14.1,4.3,98.1,37.9,Struggle
INT_04104,12.7,6.5,84.9,41.2,Struggle
INT_04105,9.8,6.2,,55.3,Average
INT_04106,10.7,6.7,100.0,50.3,Average
INT_04107,9.1,8.3,88.5,70.4,Average
INT_04108,14.1,7.3,94.3,45.2,Average
INT_04109,9.4,7.4,,52.4,Average
INT_04110,10.7,,88.2,78.9,
INT_04111,13.4,6.5,86.6,51.1,Average
INT_04112,7.7,10.0,,87.6,Excel
INT_04113,14.7,6.5,97.6,49.9,Average
INT_04114,5.4,7.6,87.1,66.8,Average
INT_04115,14.9,7.1,100.0,49.0,Average
INT_04116,8.9,,100.0,68.0,Average
INT_04117,9.3,8.2,94.8,61.3,Average
INT_04118,4.3,8.2,83.9,75.2,Excel
INT_04119,,6.4,83.1,52.3,Average
INT_04120,6.9,5.8,81.5,45.7,Average
INT_04121,8.2,10.0,95.6,,Excel
INT_04122,9.6,,78.3,53.5,Average
INT_04123,12.9,8.5,93.4,67.9,Average
INT_04124,10.6,5.1,79.4,34.1,Struggle
INT_04125,10.9,7.1,94.6,58.6,Average
INT_04126,6.7,7.3,88.1,68.8,Average
INT_04127,7.4,,98.7,77.0,Excel
INT_04128,15.4,3.4,97.1,,Struggle
INT_04129,7.8,7.7,99.5,71.3,Average
INT_04130,15.0,5.8,99.7,41.1,Struggle
INT_04131,9.3,,89.1,68.8,Average
INT_04132,10.0,5.9,78.7,36.7,Struggle
INT_04133,13.2,6.2,79.6,44.6,Struggle
INT_04134,13.8,7.1,71.3,32.4,Struggle
INT_04135,9.7,5.9,79.3,48.2,Average
INT_04136,8.8,6.8,88.6,53.9,Average
INT_04137,9.8,5.7,83.5,47.8,Average
INT_04138,11.0,4.8,86.6,42.7,
INT_04139,,9.0,,67.8,Average
INT_04140,10.0,5.6,85.6,38.2,Struggle
INT_04141,11.9,7.2,79.0,44.0,Struggle
INT_04142,14.9,8.6,,53.0,Average
INT_04143,11.1,6.6,80.8,36.4,
INT_04144,10.9,6.3,85.8,54.2,Average
INT_04145,5.4,7.8,98.7,78.2,Excel
INT_04146,2.1,9.2,,80.4,Excel
INT_04147,11.2,5.7,100.0,59.9,Average
INT_04148,9.7,7.3,99.5,61.2,Average
INT_04149,8.5,4.9,83.4,,Struggle
INT_04150,10.7,6.9,79.1,44.6,Struggle
INT_04151,9.8,7.6,87.6,,Average
INT_04152,,6.2,97.2,41.3,Struggle
INT_04153,10.3,6.8,84.1,,Average
INT_04154,7.8,5.4,95.3,58.8,Average
INT_04155,13.0,7.6,,61.7,Average
INT_04156,9.3,9.1,81.8,69.5,Average
INT_04157,11.6,5.9,82.6,30.8,Struggle
INT_04158,8.6,6.6,93.7,66.5,Average
INT_04159,8.1,8.3,89.2,71.0,Average
INT_04160,10.3,9.3,82.5,68.2,Average
INT_04161,10.0,5.3,85.2,48.8,Average
INT_04162,11.4,7.2,87.4,61.6,Average
INT_04163,9.2,7.9,,63.8,Average
INT_04164,4.5,7.3,94.1,72.2,Average
INT_04165,8.7,3.8,84.2,28.9,Struggle
INT_04166,12.4,8.3,65.7,,Average
INT_04167,9.1,9.8,87.8,69.8,Average
INT_04168,9.3,7.7,82.1,70.0,Average
INT_04169,13.0,6.0,100.0,49.6,Average
INT_04170,7.9,6.7,83.3,,Average
INT_04171,5.4,10.0,79.2,75.1,Excel
INT_04172,9.5,8.9,,65.4,Average
INT_04173,8.5,8.5,82.7,67.3,Average
INT_04174,7.1,8.0,81.8,66.0,Average
INT_04175,9.5,6.5,92.1,49.3,Average
INT_04176,11.5,7.2,79.7,48.0,Average
INT_04177,10.0,7.4,76.3,44.9,Struggle
INT_04178,10.9,8.3,100.0,73.5,Average
INT_04179,15.4,9.8,92.6,66.4,Average
INT_04180,9.0,9.2,85.9,70.3,Average
INT_04181,10.8,5.4,88.0,36.0,Struggle
INT_04182,8.5,7.8,92.0,65.9,Average
INT_04183,,8.6,95.8,74.8,Average
INT_04184,8.2,8.4,82.0,,Average
INT_04185,8.6,6.6,90.9,58.7,Average
INT_04186,11.1,10.0,83.9,77.0,Excel
INT_04187,17.0,5.6,86.5,28.2,
INT_04188,7.9,5.9,89.3,43.3,Struggle
INT_04189,8.8,7.9,87.9,70.3,Average
INT_04190,9.8,10.0,93.9,75.6,Excel
INT_04191,11.2,6.2,91.9,44.5,Struggle
INT_04192,10.8,7.1,75.9,48.4,Average
INT_04193,13.9,9.1,77.1,58.6,Average
INT_04194,2.7,,85.0,70.2,Average
INT_04195,2.8,,100.0,74.9,Average
INT_04196,8.5,8.3,81.2,62.8,Average
INT_04197,13.3,7.9,86.3,62.7,Average
INT_04198,5.3,9.0,83.7,77.9,Excel
INT_04199,2.0,9.4,83.6,82.1,Excel
INT_04200,11.7,8.0,89.4,54.8,Average
INT_04201,10.7,7.9,99.2,66.1,Average
INT_04202,6.7,7.8,91.6,72.2,Average
INT_04203,7.0,8.2,81.6,70.1,Average
INT_04204,7.1,7.6,100.0,,Average
INT_04205,10.3,7.5,88.6,54.7,Average
INT_04206,8.1,9.3,,71.2,Average
INT_04207,11.5,9.8,99.3,82.9,Excel
INT_04208,2.0,5.2,84.2,52.2,Average
INT_04209,7.4,,100.0,69.3,
INT_04210,6.6,6.5,81.0,59.1,Average
INT_04211,9.2,7.0,99.4,69.3,Average
INT_04212,8.4,,89.6,67.1,Average
INT_04213,12.4,8.5,98.3,65.2,Average
INT_04214,4.4,7.3,100.0,69.5,
INT_04215,10.1,4.6,78.9,37.4,Struggle
INT_04216,11.7,6.1,98.2,59.2,Average
INT_04217,15.6,8.8,76.7,65.5,Average
INT_04218,8.6,3.4,79.6,31.6,Struggle
