Campaign_ID,Page_Views,Session Duration,Bounce Rate,Traffic Source,Time on Page,Previous Visits,Conversion Rate,Company,Campaign_Type,Target_Audience,Duration,channels,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,,Date,profit margin
1242,3,1.443969549,0.392437567,Referral,3.11010656,2,1,TechCorp,Display,Women 35-44,45 days,YouTube,0.09,"$16,123.00",7.78,Chicago,English,282,5001,7,Tech Enthusiasts,27/05/2021,Profit
1243,3,0.288337582,0.265405765,Organic,9.132775394,0,1,DataTech Solutions,Display,Women 35-44,45 days,Google Ads,0.06,"$13,308.00",7.56,Miami,English,571,3118,10,Tech Enthusiasts,28/05/2021,Profit
1244,5,0.35727223,0.837278967,Social,9.323700648,1,1,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.11,"$5,665.00",4.22,Chicago,English,241,3266,2,Health & Wellness,29/05/2021,Loss
1245,5,3.892000874,0.322082428,Paid,0.957236746,1,0.933345432,DataTech Solutions,Influencer,Men 18-24,60 days,YouTube,0.15,"$13,060.00",6.6,Chicago,German,334,4892,6,Foodies,30/05/2021,Profit
1246,6,8.665062115,0.121396678,Paid,1.853071683,3,1,DataTech Solutions,Social Media,All Ages,15 days,YouTube,0.07,"$16,729.00",5.65,New York,English,906,1004,10,Outdoor Adventurers,31/05/2021,Profit
1247,2,2.830588805,0.379562401,Social,9.508342455,1,1,Innovate Industries,Email,Women 35-44,45 days,Google Ads,0.06,"$6,095.00",2.58,Chicago,Spanish,330,8440,7,Tech Enthusiasts,01/06/2021,Loss
1248,6,3.774759198,0.265678649,Social,2.30957814,0,1,NexGen Systems,Display,All Ages,30 days,Instagram,0.02,"$16,296.00",3.13,New York,Spanish,790,9439,1,Outdoor Adventurers,02/06/2021,Loss
1249,4,4.30607247,0.28508782,Referral,2.369930585,2,1,DataTech Solutions,Search,Men 18-24,45 days,Website,0.08,"$6,267.00",5.5,New York,Mandarin,300,9784,1,Fashionistas,03/06/2021,Profit
1250,3,0.91474625,0.488563882,Direct,0.641850389,2,0.81232306,TechCorp,Display,Men 18-24,60 days,Instagram,0.11,"$15,307.00",3.03,New York,Spanish,560,8180,7,Health & Wellness,04/06/2021,Loss
1251,4,0.138853256,0.162970953,Direct,2.928984665,0,1,DataTech Solutions,Social Media,Women 25-34,15 days,YouTube,0.04,"$14,116.00",6.28,Los Angeles,English,244,3565,5,Tech Enthusiasts,05/06/2021,Profit
1252,2,0.005623499,0.065051363,Direct,6.650157151,2,1,TechCorp,Email,Women 35-44,30 days,Google Ads,0.03,"$16,101.00",6.12,Chicago,Mandarin,851,5365,9,Foodies,06/06/2021,Profit
1253,6,1.295346937,0.17143415,Social,0.63538309,3,1,NexGen Systems,Search,Women 35-44,30 days,Website,0.06,"$14,863.00",2.34,New York,Mandarin,566,7998,7,Tech Enthusiasts,07/06/2021,Loss
1254,8,0.82909596,0.286896594,Referral,1.369057709,0,0.912763812,DataTech Solutions,Influencer,Men 25-34,15 days,Google Ads,0.08,"$9,277.00",4.27,New York,French,965,6798,3,Fashionistas,08/06/2021,Loss
1255,5,0.19303234,0.132425454,Referral,7.420902775,1,1,TechCorp,Search,Women 25-34,60 days,Facebook,0.07,"$12,535.00",5.91,Miami,French,415,1824,9,Foodies,09/06/2021,Profit
1256,6,0.593627553,0.390357058,Organic,5.22632968,2,1,DataTech Solutions,Email,Men 18-24,15 days,Facebook,0.03,"$18,550.00",5.99,Los Angeles,German,428,7371,9,Health & Wellness,10/06/2021,Profit
1257,5,0.398876607,0.361142007,Organic,2.136764719,1,1,TechCorp,Search,Women 35-44,15 days,YouTube,0.03,"$8,149.00",2.75,Los Angeles,English,487,6102,2,Health & Wellness,11/06/2021,Loss
1258,5,7.391022687,0.139091445,Organic,15.11562814,0,1,NexGen Systems,Display,Women 25-34,30 days,Email,0.06,"$13,310.00",3.16,Chicago,English,334,3350,8,Tech Enthusiasts,12/06/2021,Loss
1259,6,0.453400954,0.262474245,Organic,5.131584712,1,1,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.09,"$16,130.00",6.96,Miami,French,912,8343,6,Tech Enthusiasts,13/06/2021,Profit
1260,4,2.31428933,0.669489073,Paid,9.482551429,1,1,TechCorp,Email,Women 35-44,15 days,Email,0.08,"$11,288.00",2.29,Los Angeles,Mandarin,577,5936,8,Fashionistas,14/06/2021,Loss
1261,4,2.697607378,0.420652684,Organic,3.317982821,2,1,NexGen Systems,Search,Women 25-34,30 days,YouTube,0.1,"$18,218.00",3.86,New York,Spanish,452,4033,5,Fashionistas,15/06/2021,Loss
1262,5,2.352430456,0.233271993,Direct,1.98824141,1,1,DataTech Solutions,Influencer,Women 35-44,30 days,Website,0.02,"$5,708.00",3.72,Chicago,Mandarin,345,7102,6,Fashionistas,16/06/2021,Loss
1263,5,0.312937975,0.334995213,Social,2.709862453,5,1,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.12,"$11,855.00",2.66,Chicago,Spanish,105,2234,8,Fashionistas,17/06/2021,Loss
1264,4,1.151690776,0.176551289,Organic,0.879569273,3,1,NexGen Systems,Display,All Ages,60 days,Google Ads,0.12,"$18,287.00",6.53,Miami,German,157,5905,5,Foodies,18/06/2021,Profit
1265,4,0.157894144,0.198601688,Organic,6.142262985,1,1,TechCorp,Social Media,Men 25-34,45 days,Email,0.02,"$11,618.00",6.73,Chicago,Spanish,746,4190,8,Health & Wellness,19/06/2021,Profit
1266,7,1.510904191,0.802257273,Social,2.608187884,2,1,DataTech Solutions,Search,Women 25-34,15 days,YouTube,0.11,"$6,238.00",4.9,Los Angeles,Spanish,989,5228,6,Fashionistas,20/06/2021,Loss
1267,5,0.626978433,0.068404014,Social,3.942621233,3,1,DataTech Solutions,Email,All Ages,45 days,Email,0.12,"$15,848.00",7.26,New York,German,877,3471,1,Tech Enthusiasts,21/06/2021,Profit
1268,4,2.474093266,0.349861956,Direct,2.251743353,2,1,Innovate Industries,Influencer,All Ages,60 days,Website,0.04,"$5,928.00",7.53,Los Angeles,English,795,7633,7,Health & Wellness,22/06/2021,Profit
1269,3,3.540850805,0.326500254,Direct,3.866064636,3,1,NexGen Systems,Email,All Ages,60 days,Email,0.1,"$6,252.00",6.28,Los Angeles,French,629,4581,2,Foodies,23/06/2021,Profit
1270,9,2.278629382,0.307208102,Direct,0.565035293,3,1,NexGen Systems,Email,Women 35-44,30 days,Instagram,0.1,"$6,796.00",6.65,Los Angeles,English,238,3730,10,Tech Enthusiasts,24/06/2021,Profit
1271,6,1.70873844,0.301468501,Paid,4.281419173,3,1,NexGen Systems,Email,Men 25-34,15 days,Facebook,0.1,"$9,895.00",4.56,Los Angeles,French,272,7435,5,Health & Wellness,25/06/2021,Loss
1272,6,1.469803223,0.540633083,Organic,1.387694051,2,0.829870487,Alpha Innovations,Influencer,All Ages,30 days,Google Ads,0.12,"$18,104.00",5.45,Chicago,English,368,5530,5,Fashionistas,26/06/2021,Profit
1273,4,5.529633935,0.212494942,Social,2.513552505,1,1,TechCorp,Social Media,Women 25-34,30 days,Website,0.03,"$8,859.00",7,New York,Spanish,992,7574,9,Health & Wellness,27/06/2021,Profit
1274,7,0.742954543,0.335191785,Organic,2.223829331,2,1,DataTech Solutions,Social Media,Men 25-34,60 days,Facebook,0.09,"$14,503.00",6.64,Chicago,French,221,3567,5,Foodies,28/06/2021,Profit
1275,6,3.975240398,0.015749648,Social,4.135313164,0,1,NexGen Systems,Display,Men 18-24,30 days,Email,0.07,"$10,743.00",5.03,New York,Mandarin,752,1807,6,Fashionistas,29/06/2021,Profit
1276,6,4.250042051,0.141649006,Paid,0.846277006,2,1,Alpha Innovations,Email,Men 18-24,15 days,Google Ads,0.04,"$17,569.00",4.26,New York,French,895,2185,5,Tech Enthusiasts,30/06/2021,Loss
1277,2,1.630046484,0.302186941,Social,2.204824031,2,1,Alpha Innovations,Email,Men 18-24,45 days,Instagram,0.07,"$11,926.00",2.39,Los Angeles,Spanish,631,1485,3,Outdoor Adventurers,01/07/2021,Loss
1278,6,1.058478221,0.124643593,Organic,7.486810212,1,1,NexGen Systems,Display,Women 25-34,60 days,Instagram,0.03,"$14,374.00",4.14,New York,Spanish,865,8480,7,Foodies,02/07/2021,Loss
1279,4,1.907701399,0.350442089,Paid,1.159194907,2,1,Innovate Industries,Email,Men 25-34,60 days,Email,0.01,"$9,887.00",4.68,Houston,German,501,8783,8,Tech Enthusiasts,03/07/2021,Loss
1280,7,0.293546153,0.357799994,Paid,0.760446461,2,1,NexGen Systems,Search,Women 35-44,45 days,Website,0.12,"$8,325.00",6.76,Chicago,Mandarin,852,3570,6,Tech Enthusiasts,04/07/2021,Profit
1281,8,0.141054806,0.340355542,Direct,1.88778593,2,1,NexGen Systems,Email,Women 25-34,30 days,Email,0.07,"$13,432.00",3.34,Los Angeles,Spanish,197,5963,7,Fashionistas,05/07/2021,Loss
1282,6,0.355010365,0.242236038,Organic,1.629048659,4,1,DataTech Solutions,Email,Men 25-34,60 days,Facebook,0.03,"$12,460.00",4.89,Miami,English,548,2500,9,Tech Enthusiasts,06/07/2021,Loss
1283,3,0.621607727,0.227468283,Direct,10.70188101,2,1,Alpha Innovations,Search,All Ages,45 days,Email,0.11,"$8,952.00",2.27,Chicago,English,536,7119,4,Tech Enthusiasts,07/07/2021,Loss
1284,4,2.104607725,0.055135268,Social,5.552082709,3,1,DataTech Solutions,Email,Men 25-34,15 days,Website,0.02,"$10,898.00",5.21,Los Angeles,French,821,4209,3,Health & Wellness,08/07/2021,Profit
1285,5,5.674142181,0.293834158,Referral,0.706960271,1,1,Alpha Innovations,Email,Women 25-34,30 days,Google Ads,0.14,"$10,707.00",7.04,Los Angeles,French,254,7406,6,Tech Enthusiasts,09/07/2021,Profit
1286,3,0.806158343,0.367243392,Social,2.718768739,3,1,Innovate Industries,Social Media,Women 35-44,15 days,Google Ads,0.14,"$8,395.00",5.18,Miami,German,478,7786,4,Foodies,10/07/2021,Profit
1287,5,8.20759078,0.300506093,Referral,3.898192482,1,1,DataTech Solutions,Email,Women 35-44,30 days,YouTube,0.01,"$10,584.00",6.12,Houston,English,557,2592,3,Health & Wellness,11/07/2021,Profit
1288,8,9.297145237,0.338642694,Organic,2.609908538,2,1,Innovate Industries,Email,All Ages,15 days,Website,0.15,"$7,380.00",2.06,Chicago,French,167,1664,1,Tech Enthusiasts,12/07/2021,Loss
1289,8,9.575577611,0.057250197,Organic,0.311181881,0,1,NexGen Systems,Display,All Ages,60 days,Website,0.1,"$15,133.00",5.77,Houston,English,942,4659,5,Health & Wellness,13/07/2021,Profit
1290,5,5.452390234,0.41965355,Social,4.547310043,2,1,Alpha Innovations,Email,Women 25-34,30 days,Facebook,0.08,"$5,915.00",5.93,Houston,English,497,5947,3,Foodies,14/07/2021,Profit
1291,5,1.356844981,0.16102056,Referral,1.119087296,2,1,TechCorp,Influencer,Women 35-44,60 days,Email,0.04,"$10,986.00",4.15,New York,Mandarin,341,9594,5,Fashionistas,15/07/2021,Loss
1292,8,0.226382373,0.21739406,Organic,0.477716969,0,0.964732246,DataTech Solutions,Social Media,Men 25-34,45 days,Email,0.03,"$10,887.00",5.23,Houston,Mandarin,804,8062,8,Health & Wellness,16/07/2021,Profit
1293,5,2.523680104,0.50423086,Referral,0.561243423,2,1,Alpha Innovations,Email,All Ages,60 days,Instagram,0.15,"$5,790.00",7.21,New York,Mandarin,573,6648,9,Health & Wellness,17/07/2021,Profit
1294,4,2.453964945,0.321009301,Paid,2.418289637,0,0.913663595,Innovate Industries,Email,Men 25-34,45 days,Email,0.09,"$11,754.00",4.44,Chicago,French,810,4274,3,Tech Enthusiasts,18/07/2021,Loss
1295,3,5.690875336,0.608011778,Organic,3.52496899,2,1,TechCorp,Email,Women 25-34,60 days,Facebook,0.03,"$5,547.00",6.94,Miami,English,418,2397,6,Foodies,19/07/2021,Profit
1296,7,16.55767846,0.20701756,Paid,0.542662289,5,1,Innovate Industries,Email,Women 25-34,30 days,Instagram,0.11,"$7,649.00",7.6,Los Angeles,French,601,5735,6,Tech Enthusiasts,20/07/2021,Profit
1297,4,2.128789027,0.295688418,Organic,2.387569745,1,1,DataTech Solutions,Influencer,Men 25-34,30 days,Instagram,0.15,"$17,171.00",2.69,Chicago,English,888,9348,4,Foodies,21/07/2021,Loss
1298,4,1.270294769,0.316809094,Organic,1.477053291,2,0.810643694,NexGen Systems,Social Media,Men 25-34,30 days,Instagram,0.11,"$12,348.00",3.54,Los Angeles,German,608,7469,2,Fashionistas,22/07/2021,Loss
1299,5,0.617022518,0.22200468,Paid,5.813268149,3,1,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.08,"$11,913.00",7.14,Miami,German,789,7249,8,Tech Enthusiasts,23/07/2021,Profit
1300,3,0.014434143,0.100999896,Paid,1.951613603,2,0.809897714,NexGen Systems,Email,Women 35-44,30 days,Website,0.14,"$6,667.00",6.29,Los Angeles,English,762,5469,9,Health & Wellness,24/07/2021,Profit
1301,5,2.134628193,0.161462748,Organic,6.107592918,1,1,Innovate Industries,Email,All Ages,30 days,Website,0.14,"$14,660.00",4.06,Miami,English,273,4775,7,Tech Enthusiasts,25/07/2021,Loss
1302,4,2.432541659,0.068501334,Paid,4.301921279,1,1,Innovate Industries,Social Media,All Ages,60 days,Email,0.12,"$8,139.00",2.04,Miami,Mandarin,899,6510,5,Outdoor Adventurers,26/07/2021,Loss
1303,6,5.227853469,0.178419988,Organic,1.308718174,1,1,NexGen Systems,Search,Women 35-44,45 days,Instagram,0.12,"$14,458.00",6.2,Miami,English,747,3517,9,Outdoor Adventurers,27/07/2021,Profit
1304,5,2.107029813,0.179698878,Organic,2.897928437,0,1,TechCorp,Influencer,All Ages,60 days,Email,0.08,"$12,913.00",6.38,Miami,Mandarin,270,7095,6,Outdoor Adventurers,28/07/2021,Profit
1305,5,7.447588983,0.36170222,Organic,2.342613179,3,1,TechCorp,Email,Women 25-34,30 days,Email,0.03,"$5,381.00",5.48,New York,Mandarin,321,2376,8,Foodies,29/07/2021,Profit
1306,2,2.967257548,0.661555873,Organic,6.364394922,0,1,Innovate Industries,Display,Women 35-44,30 days,Facebook,0.12,"$8,149.00",7.58,New York,Mandarin,843,2541,6,Tech Enthusiasts,30/07/2021,Profit
1307,5,5.504055492,0.335286894,Organic,4.676892312,1,1,TechCorp,Search,Women 25-34,45 days,Email,0.14,"$19,289.00",3.07,Houston,Mandarin,934,1129,7,Outdoor Adventurers,31/07/2021,Loss
1308,3,0.481568891,0.111833377,Social,3.258887872,0,1,NexGen Systems,Influencer,Men 25-34,30 days,Instagram,0.11,"$8,735.00",5.2,Miami,Spanish,447,9463,2,Fashionistas,01/08/2021,Profit
1309,3,5.800027103,0.510026391,Paid,2.93399408,2,1,Innovate Industries,Search,Women 25-34,45 days,Instagram,0.05,"$13,284.00",6.35,Houston,Mandarin,925,5345,5,Tech Enthusiasts,02/08/2021,Profit
1310,5,3.373118471,0.311839631,Organic,2.66244256,2,1,Innovate Industries,Display,Men 18-24,15 days,Instagram,0.14,"$17,183.00",5.8,New York,English,917,6758,7,Tech Enthusiasts,03/08/2021,Profit
1311,4,0.559831139,0.047635299,Organic,2.504670041,1,1,TechCorp,Social Media,Women 25-34,45 days,Google Ads,0.07,"$7,586.00",7.9,Houston,French,670,9138,1,Fashionistas,04/08/2021,Profit
1312,3,0.631287511,0.835646341,Organic,4.169422852,2,1,DataTech Solutions,Social Media,Men 25-34,60 days,Instagram,0.14,"$15,513.00",6.15,Miami,German,315,8368,6,Fashionistas,05/08/2021,Profit
1313,4,7.831434886,0.328178248,Social,14.31739623,1,1,NexGen Systems,Influencer,Men 25-34,45 days,Website,0.06,"$16,345.00",2.97,New York,Spanish,341,9981,10,Health & Wellness,06/08/2021,Loss
1314,2,0.098237089,0.35085397,Organic,4.005218876,4,1,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.07,"$18,485.00",5.16,Miami,French,867,4034,7,Foodies,07/08/2021,Profit
1315,6,1.862674596,0.119451854,Organic,3.304762886,1,1,TechCorp,Social Media,Women 35-44,15 days,Facebook,0.11,"$8,617.00",3.34,Houston,English,665,5374,2,Health & Wellness,08/08/2021,Loss
1316,7,1.12833918,0.312139405,Paid,4.348363048,1,1,DataTech Solutions,Search,Women 25-34,60 days,Instagram,0.13,"$19,022.00",2.07,Miami,German,590,1976,8,Fashionistas,09/08/2021,Loss
1317,3,3.281567814,0.402376644,Paid,0.48407649,3,1,DataTech Solutions,Social Media,Women 25-34,60 days,YouTube,0.07,"$5,969.00",7.96,Los Angeles,English,631,3370,8,Health & Wellness,10/08/2021,Profit
1318,5,5.490803444,0.374759785,Organic,2.553475185,3,1,TechCorp,Email,Men 18-24,45 days,Instagram,0.02,"$10,776.00",7.22,Miami,German,734,9643,3,Foodies,11/08/2021,Profit
1319,4,1.340634276,0.156211989,Referral,6.853153621,4,1,NexGen Systems,Influencer,Women 25-34,15 days,Instagram,0.11,"$15,607.00",7.84,Houston,German,934,5880,2,Health & Wellness,12/08/2021,Profit
1320,6,1.670096099,0.262044123,Organic,1.866165169,2,1,DataTech Solutions,Influencer,Women 25-34,30 days,YouTube,0.01,"$15,219.00",4.62,Houston,French,271,6601,1,Health & Wellness,13/08/2021,Loss
1321,6,12.03847918,0.391937345,Organic,5.929602842,1,1,Alpha Innovations,Email,Men 18-24,15 days,Email,0.14,"$10,080.00",6.22,New York,English,697,3221,4,Fashionistas,14/08/2021,Profit
1322,2,4.59627125,0.269100705,Referral,3.225950979,2,1,Alpha Innovations,Influencer,Women 35-44,60 days,Email,0.05,"$18,114.00",7.46,Chicago,Spanish,670,1439,4,Foodies,15/08/2021,Profit
1323,2,6.825030333,0.312257702,Referral,3.289001604,4,1,DataTech Solutions,Display,Women 35-44,15 days,Facebook,0.14,"$9,058.00",5.67,Miami,French,514,1551,6,Foodies,16/08/2021,Profit
1324,5,1.732831842,0.064204525,Referral,1.163764784,0,0.776896219,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.03,"$13,314.00",3.59,Los Angeles,Mandarin,682,4634,3,Outdoor Adventurers,17/08/2021,Loss
1325,2,0.800017792,0.103470026,Organic,3.494912156,1,1,DataTech Solutions,Display,Men 18-24,15 days,Email,0.08,"$11,203.00",2.93,Houston,Mandarin,730,5815,5,Foodies,18/08/2021,Loss
1326,7,1.592388469,0.268906319,Paid,2.968230717,1,1,Innovate Industries,Display,Women 25-34,30 days,Instagram,0.04,"$7,388.00",3.19,Los Angeles,English,560,4839,2,Fashionistas,19/08/2021,Loss
1327,4,3.777314243,0.092792446,Organic,1.946997505,2,0.939656775,Innovate Industries,Influencer,Men 25-34,45 days,Instagram,0.14,"$19,150.00",6.92,Houston,German,951,2497,10,Fashionistas,20/08/2021,Profit
1328,5,0.347682079,0.45825385,Referral,8.755762238,2,1,Innovate Industries,Email,All Ages,30 days,Google Ads,0.07,"$5,950.00",2.07,New York,Spanish,850,6686,6,Tech Enthusiasts,21/08/2021,Loss
1329,7,0.946060686,0.16629287,Paid,10.12761527,4,1,DataTech Solutions,Display,Men 25-34,60 days,YouTube,0.11,"$8,052.00",5.49,Miami,French,927,9865,1,Health & Wellness,22/08/2021,Profit
1330,5,0.143275176,0.197911238,Organic,1.479002586,2,1,NexGen Systems,Search,Women 35-44,60 days,Email,0.06,"$8,357.00",3.99,Miami,German,144,1721,2,Tech Enthusiasts,23/08/2021,Loss
1331,7,1.698738789,0.284713986,Referral,1.870749495,1,1,TechCorp,Social Media,Men 18-24,60 days,Facebook,0.05,"$19,386.00",6.17,Chicago,German,425,1212,6,Fashionistas,24/08/2021,Profit
1332,1,5.271130554,0.206891944,Referral,7.049401948,1,1,Innovate Industries,Display,Men 25-34,60 days,Website,0.12,"$7,636.00",4.9,Miami,English,335,7053,1,Outdoor Adventurers,25/08/2021,Loss
1333,3,0.074918797,0.168900055,Organic,1.917938762,2,0.691845923,NexGen Systems,Search,All Ages,45 days,Facebook,0.1,"$18,242.00",5.7,Miami,German,717,7812,1,Tech Enthusiasts,26/08/2021,Profit
1334,4,3.374778179,0.466055489,Social,4.124200192,1,1,TechCorp,Email,All Ages,15 days,Instagram,0.01,"$11,335.00",4.77,Houston,Mandarin,319,1557,2,Foodies,27/08/2021,Loss
1335,9,8.086699694,0.346316452,Social,2.403570357,5,1,TechCorp,Influencer,Women 25-34,30 days,Website,0.12,"$14,893.00",2.31,Miami,French,811,5812,7,Tech Enthusiasts,28/08/2021,Loss
1336,4,0.811208119,0.571460517,Organic,2.855294839,2,0.917607751,Alpha Innovations,Social Media,Men 25-34,30 days,Instagram,0.08,"$13,044.00",6.85,New York,German,259,2521,10,Tech Enthusiasts,29/08/2021,Profit
1337,5,3.548932673,0.747843314,Direct,1.899478667,2,1,NexGen Systems,Social Media,Women 35-44,30 days,Instagram,0.08,"$12,661.00",5.46,New York,French,647,9407,7,Fashionistas,30/08/2021,Profit
1338,6,11.07889148,0.324060701,Paid,5.148339257,1,1,DataTech Solutions,Display,Men 25-34,60 days,Website,0.07,"$7,115.00",5.17,Houston,French,219,3032,3,Fashionistas,31/08/2021,Profit
1339,6,9.832540185,0.423648758,Referral,12.91064307,3,1,TechCorp,Influencer,Men 25-34,60 days,YouTube,0.01,"$16,084.00",7.75,Houston,English,994,3271,1,Tech Enthusiasts,01/09/2021,Profit
1340,3,0.803360674,0.239530066,Social,3.268841044,1,1,NexGen Systems,Influencer,Men 25-34,15 days,YouTube,0.1,"$7,942.00",2.94,Chicago,French,949,7626,2,Health & Wellness,02/09/2021,Loss
1341,3,0.317185261,0.377297019,Paid,4.051340115,2,0.858743633,DataTech Solutions,Influencer,Women 25-34,15 days,Instagram,0.06,"$5,826.00",4.04,Miami,German,908,2991,5,Health & Wellness,03/09/2021,Loss
1342,5,0.481501273,0.443087152,Organic,3.550982153,0,0.754410753,NexGen Systems,Social Media,Women 25-34,30 days,YouTube,0.03,"$10,650.00",2.63,Houston,French,649,9998,3,Foodies,04/09/2021,Loss
1343,7,3.632344478,0.154717118,Direct,0.54818312,0,1,NexGen Systems,Influencer,Men 25-34,15 days,Facebook,0.02,"$16,998.00",6.25,New York,Mandarin,391,6662,5,Tech Enthusiasts,05/09/2021,Profit
1344,6,3.881242629,0.147564156,Organic,2.216215706,4,1,NexGen Systems,Display,Men 25-34,60 days,YouTube,0.1,"$17,838.00",5.42,Houston,German,888,2758,6,Fashionistas,06/09/2021,Profit
1345,6,3.364751431,0.082389091,Organic,1.435476746,0,1,Innovate Industries,Influencer,Women 25-34,45 days,Facebook,0.14,"$8,670.00",5.14,Chicago,French,538,2979,4,Fashionistas,07/09/2021,Profit
1346,4,1.228773571,0.295047782,Organic,5.228405558,0,1,Alpha Innovations,Display,Women 25-34,30 days,Website,0.04,"$19,326.00",5.11,Chicago,Spanish,155,5811,3,Tech Enthusiasts,08/09/2021,Profit
1347,7,0.558182601,0.183374857,Social,1.772575521,1,1,Innovate Industries,Influencer,Men 25-34,60 days,Facebook,0.04,"$19,781.00",3.77,Miami,Spanish,579,8550,9,Tech Enthusiasts,09/09/2021,Loss
1348,4,2.607943006,0.420645197,Direct,6.731328389,2,1,TechCorp,Influencer,Men 18-24,45 days,Website,0.06,"$7,424.00",7.02,Chicago,English,192,4746,4,Health & Wellness,10/09/2021,Profit
1349,8,1.983088242,0.683515867,Organic,1.241532296,3,0.614752609,DataTech Solutions,Social Media,Women 25-34,60 days,Instagram,0.02,"$15,420.00",6.11,New York,Spanish,578,8279,3,Health & Wellness,11/09/2021,Profit
1350,5,3.915073926,0.273651291,Social,5.786985519,1,1,TechCorp,Influencer,Men 25-34,60 days,Email,0.08,"$16,255.00",6.69,Chicago,French,169,7752,4,Health & Wellness,12/09/2021,Profit
